Computer	Share	IsEveryoneAllowed	IsCurrentUserAllowed
BSLITHNMOBAPP1.BSLI.COM	ADMIN$	False	False
BSLITHNMOBAPP1.BSLI.COM	C$	False	False
BSLITHNMOBAPP1.BSLI.COM	E$	False	False
BSLITHNRFTS01.BSLI.COM	ADMIN$	False	False
BSLITHNRFTS01.BSLI.COM	C$	False	False
BSLITHNRFTS01.BSLI.COM	D$	False	False
BSLITHNPEXP01.BSLI.COM	ADMIN$	False	False
BSLITHNPEXP01.BSLI.COM	C$	False	False
BSLITHNPEXP01.BSLI.COM	E$	False	False
BSLITHNMOSSDV01.BSLI.COM	ADMIN$	False	False
BSLITHNMOSSDV01.BSLI.COM	C$	False	False
BSLITHNMOSSDV01.BSLI.COM	E$	False	False
BSLITHNMOSSDV01.BSLI.COM	F$	False	False
BSLITHNMOSSDV01.BSLI.COM	FIM_Log	False	False
BSLITHNMOSSDV01.BSLI.COM	onlineappform	True	True
BSLITHNMOSSDV01.BSLI.COM	SQL	True	True
ABHITCLCCSUAPPS.BSLI.COM	ADMIN$	False	False
ABHITCLCCSUAPPS.BSLI.COM	C$	False	False
ABHITCLCCSUAPPS.BSLI.COM	D$	False	False
ABHITCLUATHI1.BSLI.COM	ADMIN$	False	False
ABHITCLUATHI1.BSLI.COM	C$	False	False
ABHITCLUATHI1.BSLI.COM	D$	False	False
ABFSTHNDC01.BSLI.COM	ADMIN$	False	False
ABFSTHNDC01.BSLI.COM	C$	False	False
ABFSTHNDC01.BSLI.COM	D$	False	False
ABFSTHNDC01.BSLI.COM	NETLOGON	True	True
ABFSTHNDC01.BSLI.COM	SYSVOL	True	True
ABFSTCLSQLCLS02.BSLI.COM	ADMIN$	False	False
ABFSTCLSQLCLS02.BSLI.COM	C$	False	False
BSLITULFINFS01.BSLI.COM	ADMIN$	False	False
BSLITULFINFS01.BSLI.COM	C$	False	False
BSLITULFINFS01.BSLI.COM	E$	False	False
BSLITULFINFS01.BSLI.COM	sql setup2008	True	True
BSLITCLING05.BSLI.COM	ADMIN$	False	False
BSLITCLING05.BSLI.COM	C$	False	False
BSLITCLING05.BSLI.COM	E$	False	False
BSLITULSCR01.BSLI.COM	ADMIN$	False	False
BSLITULSCR01.BSLI.COM	C$	False	False
BSLITULSCR01.BSLI.COM	D$	False	False
BSLITULSCR01.BSLI.COM	E$	False	False
BSLITHNAPP04.BSLI.COM	ADMIN$	False	False
BSLITHNAPP04.BSLI.COM	C$	False	False
BSLITHNAPP04.BSLI.COM	DBBackup	True	True
BSLITHNAPP04.BSLI.COM	DB_BACKUP_10.155.8.8	True	True
BSLITHNAPP04.BSLI.COM	E$	False	False
BSLITHNAPP04.BSLI.COM	print$	True	True
ABFSTCLADFS01.BSLI.COM	ADMIN$	False	False
ABFSTCLADFS01.BSLI.COM	C$	False	False
ABFSTCLADFS01.BSLI.COM	E$	False	False
ABFSTCLADFS01.BSLI.COM	F$	False	False
ABFSTCLADFS01.BSLI.COM	G$	False	False
ABFLTCLEXMS01.BSLI.COM	ADMIN$	False	False
ABFLTCLEXMS01.BSLI.COM	C$	False	False
ABFLTCLEXMS01.BSLI.COM	E$	False	False
BSLITCLAPP09.BSLI.COM	ADMIN$	False	False
BSLITCLAPP09.BSLI.COM	C$	False	False
BSLITCLAPP09.BSLI.COM	D$	False	False
BSLITCLAPP09.BSLI.COM	E$	False	False
BSLITULAPPTST.BSLI.COM	ADMIN$	False	False
BSLITULAPPTST.BSLI.COM	C$	False	False
BSLITULAPPTST.BSLI.COM	D$	False	False
BSLITULAPPTST.BSLI.COM	E$	False	False
BSLITULRWS05.BSLI.COM	ADMIN$	False	False
BSLITULRWS05.BSLI.COM	C$	False	False
BSLITULRWS05.BSLI.COM	D$	False	False
BSLITULRWS05.BSLI.COM	logs	False	False
BSLITULRWS05.BSLI.COM	print$	True	True
ABWCLTCLUSLS.BSLI.COM	ADMIN$	False	False
ABWCLTCLUSLS.BSLI.COM	C$	False	False
ABWCLTCLUSLS.BSLI.COM	D$	False	False
ABWCLTCLUSLS.BSLI.COM	F$	False	False
ABWCLTCLUSLS.BSLI.COM	G$	False	False
ABHITCLBITUAPP.BSLI.COM	ADMIN$	False	False
ABHITCLBITUAPP.BSLI.COM	C$	False	False
ABHITCLBITUAPP.BSLI.COM	D$	False	False
ABHITCLBITUAPP.BSLI.COM	E$	False	False
ABHITCLBITUAPP.BSLI.COM	F$	False	False
ABHITCLBITUAPP.BSLI.COM	ReportDB Backup	True	True
BSLITCLAPP03.BSLI.COM	ADMIN$	False	False
BSLITCLAPP03.BSLI.COM	C$	False	False
BSLITCLAPP03.BSLI.COM	DB_Backup	False	False
BSLITCLAPP03.BSLI.COM	E$	False	False
BSLITCLAPP03.BSLI.COM	ora	False	False
BSLITCLAVDBS01.BSLI.COM	ADMIN$	False	False
BSLITCLAVDBS01.BSLI.COM	C$	False	False
BSLITCLAVDBS01.BSLI.COM	D$	False	False
BSLITCLAVDBS01.BSLI.COM	E$	False	False
BSLITCLAVDBS01.BSLI.COM	print$	True	True
ABFSTCLCRRISK04.BSLI.COM	ADMIN$	False	False
ABFSTCLCRRISK04.BSLI.COM	C$	False	False
ABFSTCLCRRISK04.BSLI.COM	E$	False	False
ABFSTCLCRRISK04.BSLI.COM	F$	False	False
ABFSTCLCRRISK04.BSLI.COM	G$	False	False
ABFSTCLCRRISK03.BSLI.COM	ADMIN$	False	False
ABFSTCLCRRISK03.BSLI.COM	C$	False	False
ABFSTCLCRRISK03.BSLI.COM	E$	False	False
ABFSTCLCRRISK03.BSLI.COM	F$	False	False
ABFSTCLCRRISK03.BSLI.COM	G$	False	False
BSLITULVPN01.BSLI.COM	ADMIN$	False	False
BSLITULVPN01.BSLI.COM	C$	False	False
BSLITULVPN01.BSLI.COM	DefaultPackageShare$	True	True
BSLITULVPN01.BSLI.COM	E$	False	False
BSLITULVPN01.BSLI.COM	Lansweeper$	True	True
BSLITULVPN01.BSLI.COM	Nutanix_software	True	True
BSLITULVPN01.BSLI.COM	print$	True	True
ABFSSTCLSAS02.BSLI.COM	ADMIN$	False	False
ABFSSTCLSAS02.BSLI.COM	C$	False	False
ABFSSTCLSAS02.BSLI.COM	E$	False	False
ABFSSTCLSAS02.BSLI.COM	print$	True	True
ABFSSTCLISNA01.BSLI.COM	ADMIN$	False	False
ABFSSTCLISNA01.BSLI.COM	C$	False	False
ABFSSTCLISNA01.BSLI.COM	E$	False	False
ABFSSTCLISNA02.BSLI.COM	ADMIN$	False	False
ABFSSTCLISNA02.BSLI.COM	C$	False	False
ABFSSTCLISNA02.BSLI.COM	E$	False	False
ABFSSTCLISWRK01.BSLI.COM	ADMIN$	False	False
ABFSSTCLISWRK01.BSLI.COM	C$	False	False
ABFSSTCLISWRK01.BSLI.COM	D$	False	False
ABFSSTCLISWRK01.BSLI.COM	E$	False	False
ABFLTCLEXMS02.BSLI.COM	ADMIN$	False	False
ABFLTCLEXMS02.BSLI.COM	C$	False	False
ABFLTCLEXMS02.BSLI.COM	E$	False	False
ABFLTCLEXMS02.BSLI.COM	F$	False	False
ABFLTCLEXMS02.BSLI.COM	G$	False	False
ABFLTCLEXMS02.BSLI.COM	print$	True	True
ABIBLTATAERS.BSLI.COM	ADMIN$	False	False
ABIBLTATAERS.BSLI.COM	C$	False	False
ABIBLTATAERS.BSLI.COM	E$	False	False
ABIBLTATAERS.BSLI.COM	print$	True	True
ABFSSTCLISMAS01.BSLI.COM	ADMIN$	False	False
ABFSSTCLISMAS01.BSLI.COM	C$	False	False
ABFSSTCLISMAS01.BSLI.COM	D$	False	False
ABFSSTCLISMAS01.BSLI.COM	E$	False	False
ABFSSTCLISMAS01.BSLI.COM	MessageCentreTemp	True	True
ABHITCLBOPRS1.BSLI.COM	ADMIN$	False	False
ABHITCLBOPRS1.BSLI.COM	C$	False	False
ABHITCLBOPRS1.BSLI.COM	E$	False	False
ABHITCLBOPRS1.BSLI.COM	F$	False	False
BSLITULPEXP02.BSLI.COM	ADMIN$	False	False
BSLITULPEXP02.BSLI.COM	C$	False	False
BSLITULPEXP02.BSLI.COM	D$	False	False
ABFSSTCLSAS01.BSLI.COM	ADMIN$	False	False
ABFSSTCLSAS01.BSLI.COM	C$	False	False
ABFSSTCLSAS01.BSLI.COM	E$	False	False
ABFSSTCLSAS01.BSLI.COM	F$	False	False
ABFSSTCLSAS01.BSLI.COM	G$	False	False
ABFSSTCLSAS01.BSLI.COM	H$	False	False
ABFSSTCLSAS01.BSLI.COM	I$	False	False
CTP-SMS-02.BSLI.COM	ADMIN$	False	False
CTP-SMS-02.BSLI.COM	C$	False	False
CTP-SMS-02.BSLI.COM	D$	False	False
CTP-SMS-02.BSLI.COM	E$	False	False
CTP-SMS-02.BSLI.COM	G$	False	False
CTP-SMS-02.BSLI.COM	H$	False	False
CTP-SMS-02.BSLI.COM	I$	False	False
BSLITCLAPP08.BSLI.COM	ADMIN$	False	False
BSLITCLAPP08.BSLI.COM	Attendance_Ver1	False	False
BSLITCLAPP08.BSLI.COM	C$	False	False
BSLITCLAPP08.BSLI.COM	D$	False	False
BSLITCLAPP08.BSLI.COM	E$	False	False
BSLITCLAPP08.BSLI.COM	F$	False	False
BSLITCLAPP08.BSLI.COM	H$	False	False
BSLITCLAPP08.BSLI.COM	LogFiles	False	False
BSLITCLAPP08.BSLI.COM	UpdateServicesPackages	False	False
BSLITCLAPM10.BSLI.COM	ADMIN$	False	False
BSLITCLAPM10.BSLI.COM	C$	False	False
BSLITCLAPM10.BSLI.COM	D$	False	False
BSLITCLAPM10.BSLI.COM	E$	False	False
BSLITCLAPM10.BSLI.COM	F$	False	False
ABFSSTCLCRMPFE8.BSLI.COM	ADMIN$	False	False
ABFSSTCLCRMPFE8.BSLI.COM	C$	False	False
ABFSSTCLCRMPFE8.BSLI.COM	E$	False	False
ABFSTCLSQLCLS01.BSLI.COM	ADMIN$	False	False
ABFSTCLSQLCLS01.BSLI.COM	C$	False	False
ABFSTCLSQLCLS01.BSLI.COM	E$	False	False
ABFSTCLSQLCLS01.BSLI.COM	F$	False	False
ABFSTCLSQLCLS01.BSLI.COM	G$	False	False
ABFSTCLSQLCLS01.BSLI.COM	H$	False	False
ABFSTCLSQLCLS01.BSLI.COM	I$	False	False
ABFSTCLSQLCLS01.BSLI.COM	N$	False	False
ABFSTCLSQLCLS01.BSLI.COM	Q$	False	False
ABFSSTCLCRMPBE8.BSLI.COM	ADMIN$	False	False
ABFSSTCLCRMPBE8.BSLI.COM	C$	False	False
ABFSSTCLCRMPBE8.BSLI.COM	E$	False	False
ABFSSTCLCRMSS01.BSLI.COM	ABMLSSIS	True	True
ABFSSTCLCRMSS01.BSLI.COM	ADMIN$	False	False
ABFSSTCLCRMSS01.BSLI.COM	C$	False	False
ABFSSTCLCRMSS01.BSLI.COM	D$	False	False
ABFSSTCLCRMSS01.BSLI.COM	print$	True	True
ABFSSTCLCRMSS01.BSLI.COM	soft	True	True
BSLITHNRWUAT01.BSLI.COM	ADMIN$	False	False
BSLITHNRWUAT01.BSLI.COM	C$	False	False
BSLITHNRWUAT01.BSLI.COM	D$	False	False
BSLITHNRWUAT01.BSLI.COM	E$	False	False
BSLITHNRWUAT01.BSLI.COM	F$	False	False
BSLITHNRWUAT01.BSLI.COM	G$	False	False
BSLITHNRWUAT01.BSLI.COM	H$	False	False
BSLITHNRWUAT01.BSLI.COM	I$	False	False
BSLITHNRWUAT01.BSLI.COM	print$	True	True
ABFLTCLTSPAP.BSLI.COM	ABFLINDUS	False	False
ABFLTCLTSPAP.BSLI.COM	ADMIN$	False	False
ABFLTCLTSPAP.BSLI.COM	ARCDATA	False	False
ABFLTCLTSPAP.BSLI.COM	C$	False	False
ABFLTCLTSPAP.BSLI.COM	corpfinnOne	False	False
ABFLTCLTSPAP.BSLI.COM	Credit Nirvana	False	False
ABFLTCLTSPAP.BSLI.COM	CSITEG	False	False
ABFLTCLTSPAP.BSLI.COM	D$	False	False
ABFLTCLTSPAP.BSLI.COM	DCB_data	False	False
ABFLTCLTSPAP.BSLI.COM	DCB_DATA-P	False	False
ABFLTCLTSPAP.BSLI.COM	E$	False	False
ABFLTCLTSPAP.BSLI.COM	FedbankPnL	False	False
ABFLTCLTSPAP.BSLI.COM	Finagg	False	False
ABFLTCLTSPAP.BSLI.COM	finone_in	False	False
ABFLTCLTSPAP.BSLI.COM	G$	False	False
ABFLTCLTSPAP.BSLI.COM	GT_Auditor	False	False
ABFLTCLTSPAP.BSLI.COM	H$	False	False
ABFLTCLTSPAP.BSLI.COM	I	False	False
ABFLTCLTSPAP.BSLI.COM	I$	False	False
ABFLTCLTSPAP.BSLI.COM	ImpervaArchiveBackup	False	False
ABFLTCLTSPAP.BSLI.COM	Internal Auditor	False	False
ABFLTCLTSPAP.BSLI.COM	ironm	False	False
ABFLTCLTSPAP.BSLI.COM	NPA_ARC	False	False
ABFLTCLTSPAP.BSLI.COM	pnwriters2	False	False
ABFLTCLTSPAP.BSLI.COM	RBI-Digital Lending	False	False
ABFLTCLTSPAP.BSLI.COM	RBIKYCAML$	False	False
ABFLTCLTSPAP.BSLI.COM	SAP_Archive	False	False
ABFLTCLTSPAP.BSLI.COM	SCAN	False	False
ABFLTCLTSPAP.BSLI.COM	sec_inc$	False	False
ABFLTCLTSPAP.BSLI.COM	SouthIndianBankPool	False	False
ABFLTCLTSPAP.BSLI.COM	Statutory Auditor	False	False
ABFLTCLTSPAP.BSLI.COM	UserData	False	False
ABFLTCLTSPAP.BSLI.COM	vidal	False	False
ABFLTDCNEXSUSVR.BSLI.COM	ADMIN$	False	False
ABFLTDCNEXSUSVR.BSLI.COM	C$	False	False
ABFLTDCNEXSUSVR.BSLI.COM	D$	False	False
ABFLTDCNEXSUSVR.BSLI.COM	print$	True	True
ABFLTDCNEXSUSVR.BSLI.COM	sql 2016 setup	False	False
ABFSTCLIDQSVR01.BSLI.COM	ADMIN$	False	False
ABFSTCLIDQSVR01.BSLI.COM	C$	False	False
ABFSTCLIDQSVR01.BSLI.COM	D$	False	False
ABFSTCLIDQSVR01.BSLI.COM	E$	False	False
ABFSTCLIDQSVR01.BSLI.COM	F$	False	False
ABFSIBDC01.BSLI.COM	ADMIN$	False	False
ABFSIBDC01.BSLI.COM	C$	False	False
ABFSIBDC01.BSLI.COM	D$	False	False
ABFSIBDC01.BSLI.COM	NETLOGON	True	True
ABFSIBDC01.BSLI.COM	SYSVOL	True	True
BSLITCLDBSUT01.BSLI.COM	ADMIN$	False	False
BSLITCLDBSUT01.BSLI.COM	C$	False	False
BSLITCLDBSUT01.BSLI.COM	D$	False	False
BSLITCLDBSUT01.BSLI.COM	F$	False	False
ABFSMUMDC02.BSLI.COM	ADMIN$	False	False
ABFSMUMDC02.BSLI.COM	C$	False	False
ABFSMUMDC02.BSLI.COM	D$	False	False
ABFSMUMDC02.BSLI.COM	dns	False	False
ABFSMUMDC02.BSLI.COM	NETLOGON	True	True
ABFSMUMDC02.BSLI.COM	SYSVOL	True	True
ABHITCLFAPPAP.BSLI.COM	ADMIN$	False	False
ABHITCLFAPPAP.BSLI.COM	C$	False	False
ABHITCLFAPPAP.BSLI.COM	D$	False	False
ABHITCLFAPPAP.BSLI.COM	G$	False	False
ABHITCLFAPPAP.BSLI.COM	HLEY Request	True	True
ABHITCLFAPPAP.BSLI.COM	SAPLOC	True	True
ABHITCLFAPPAP.BSLI.COM	sapmnt	True	True
ABHITCLFAPPAP.BSLI.COM	usr	True	True
ABHITCLMAIPPAPP.BSLI.COM	ADMIN$	False	False
ABHITCLMAIPPAPP.BSLI.COM	C$	False	False
ABHITCLMAIPPAPP.BSLI.COM	D$	False	False
ABHITCLMAIPPAPP.BSLI.COM	GroupRenewalDocuments	True	True
ABHITCLMAIPPAPP.BSLI.COM	ppmc	False	False
ABHITCLMAIPPAPP.BSLI.COM	print$	True	True
ABHITCLMAIPPAPP.BSLI.COM	Publish	False	False
BSLIAHUCP01.BSLI.COM	ADMIN$	False	False
BSLIAHUCP01.BSLI.COM	C$	False	False
BSLIAHUCP01.BSLI.COM	D$	False	False
BSLIAHUCP01.BSLI.COM	E$	False	False
ABHITCLCCMPAPP.BSLI.COM	ADMIN$	False	False
ABHITCLCCMPAPP.BSLI.COM	C$	False	False
ABHITCLCCMPAPP.BSLI.COM	D$	False	False
ABHITCLCCMPAPP.BSLI.COM	F$	False	False
ABHITCLCCMPAPP.BSLI.COM	G$	False	False
ABFSSTCLUEKYCS.BSLI.COM	ADMIN$	False	False
ABFSSTCLUEKYCS.BSLI.COM	API	False	False
ABFSSTCLUEKYCS.BSLI.COM	C$	False	False
ABFSSTCLUEKYCS.BSLI.COM	D$	False	False
ABFSSTCLUEKYCS.BSLI.COM	PublishSite$	True	True
BSLITHNPTHS01.BSLI.COM	ADMIN$	False	False
BSLITHNPTHS01.BSLI.COM	C$	False	False
BSLITHNPTHS01.BSLI.COM	D$	False	False
BSLITHNPTHS01.BSLI.COM	E$	False	False
BSLITHNPTHS01.BSLI.COM	pathfinder	True	True
ABFSMUMDC03.BSLI.COM	ADMIN$	False	False
ABFSMUMDC03.BSLI.COM	C$	False	False
ABFSMUMDC03.BSLI.COM	D$	False	False
ABFSMUMDC03.BSLI.COM	E$	False	False
ABFSMUMDC03.BSLI.COM	F$	False	False
ABFSMUMDC03.BSLI.COM	NETLOGON	True	True
ABFSMUMDC03.BSLI.COM	SYSVOL	True	True
ABFSSTCLCRMRP4.BSLI.COM	ADMIN$	False	False
ABFSSTCLCRMRP4.BSLI.COM	C$	False	False
ABFSSTCLCRMRP4.BSLI.COM	E$	False	False
ABFSSTCLCRMRP4.BSLI.COM	PBI Shared Folder_Don't Delete	False	False
ABFSSTCLCRMRP4.BSLI.COM	Users	True	True
ABFSTCLSQLUS01.BSLI.COM	ABFLEKYC	False	False
ABFSTCLSQLUS01.BSLI.COM	ABHFLEKYC	False	False
ABFSTCLSQLUS01.BSLI.COM	ABHIEKYC	False	False
ABFSTCLSQLUS01.BSLI.COM	ADMIN$	False	False
ABFSTCLSQLUS01.BSLI.COM	C$	False	False
ABFSTCLSQLUS01.BSLI.COM	E$	False	False
ABFSTCLSQLUS01.BSLI.COM	F$	False	False
ABFSTCLSQLUS01.BSLI.COM	G$	False	False
ABFSTCLSQLUS01.BSLI.COM	H$	False	False
ABFSTCLSQLUS01.BSLI.COM	I$	False	False
ABFLTCLEKYCPS.BSLI.COM	ABFL_CKYC_Portal	True	True
ABFLTCLEKYCPS.BSLI.COM	ABHFL_CKYC_Portal	True	True
ABFLTCLEKYCPS.BSLI.COM	ADMIN$	False	False
ABFLTCLEKYCPS.BSLI.COM	C$	False	False
ABFLTCLEKYCPS.BSLI.COM	D$	False	False
ABFLTCLEKYCPS.BSLI.COM	PublishSite$	True	True
ABWCLTCLUCCM.BSLI.COM	ADMIN$	False	False
ABWCLTCLUCCM.BSLI.COM	C$	False	False
ABWCLTCLUCCM.BSLI.COM	D$	False	False
ABWCLTCLUCCM.BSLI.COM	F$	False	False
ABHITCLHLTBZ.BSLI.COM	ADMIN$	False	False
ABHITCLHLTBZ.BSLI.COM	C$	False	False
ABHITCLHLTBZ.BSLI.COM	D$	False	False
ABHITCLHLTBZ.BSLI.COM	E$	False	False
ABHITCLHLTBZ.BSLI.COM	F$	False	False
ABHITCLHLTBZ.BSLI.COM	proposal$	False	False
ABFSTCLEKYCDBS1.BSLI.COM	ADMIN$	False	False
ABFSTCLEKYCDBS1.BSLI.COM	C$	False	False
ABFSTCLEKYCDBS1.BSLI.COM	F$	False	False
ABFSTCLEKYCDBS1.BSLI.COM	G$	False	False
ABFSTCLEKYCDBS1.BSLI.COM	H$	False	False
ABFSTCLEKYCDBS1.BSLI.COM	I$	False	False
ABFSTCLEKYCDBS1.BSLI.COM	J$	False	False
ABFSTCLEKYCDBS1.BSLI.COM	K$	False	False
ABFSTCLEKYCDBS1.BSLI.COM	Q$	False	False
ABFSTCLEKYCDBS2.BSLI.COM	ADMIN$	False	False
ABFSTCLEKYCDBS2.BSLI.COM	C$	False	False
ABFSTCLEKYCDBS2.BSLI.COM	F$	False	False
ABFSTCLEKYCDBS2.BSLI.COM	G$	False	False
ABFSTCLEKYCDBS2.BSLI.COM	H$	False	False
ABFSTCLEKYCDBS2.BSLI.COM	I$	False	False
ABFSTCLEKYCDBS2.BSLI.COM	J$	False	False
ABFSTCLEKYCDBS2.BSLI.COM	K$	False	False
ABFSTCLEKYCDBS2.BSLI.COM	Q$	False	False
ABHITCLEQAS.BSLI.COM	ADMIN$	False	False
ABHITCLEQAS.BSLI.COM	Backup	False	False
ABHITCLEQAS.BSLI.COM	bin	False	False
ABHITCLEQAS.BSLI.COM	C	False	False
ABHITCLEQAS.BSLI.COM	C$	False	False
ABHITCLEQAS.BSLI.COM	cofiles	False	False
ABHITCLEQAS.BSLI.COM	E$	False	False
ABHITCLEQAS.BSLI.COM	EYHL REQUEST INTEGRATION	True	True
ABHITCLEQAS.BSLI.COM	G	False	False
ABHITCLEQAS.BSLI.COM	G$	False	False
ABHITCLEQAS.BSLI.COM	GenericEncryption_Client	False	False
ABHITCLEQAS.BSLI.COM	H$	False	False
ABHITCLEQAS.BSLI.COM	HDFC_IN	False	False
ABHITCLEQAS.BSLI.COM	HDFC_OUT_ENC	False	False
ABHITCLEQAS.BSLI.COM	I	False	False
ABHITCLEQAS.BSLI.COM	I$	False	False
ABHITCLEQAS.BSLI.COM	MSQL_BLQ	False	False
ABHITCLEQAS.BSLI.COM	print$	False	False
ABHITCLEQAS.BSLI.COM	SAPLOC	False	False
ABHITCLEQAS.BSLI.COM	sapmnt	False	False
ABHITCLEQAS.BSLI.COM	trans	False	False
BSLITCLKARD02.BSLI.COM	ADMIN$	False	False
BSLITCLKARD02.BSLI.COM	C$	False	False
ABWCLTCLPPMAI.BSLI.COM	ADMIN$	False	False
ABWCLTCLPPMAI.BSLI.COM	C$	False	False
ABWCLTCLPPMAI.BSLI.COM	D$	False	False
ABWCLTCLPPMAI.BSLI.COM	Documents	False	False
ABWCLTCLPPMAI.BSLI.COM	Images	False	False
ABWCLTCLPPMAI.BSLI.COM	Images2	False	False
ABWCLTCLPPMAI.BSLI.COM	Images4	False	False
ABWCLTCLPPMAI.BSLI.COM	Prescription	False	False
ABWCLTCLPPMAI.BSLI.COM	Prescription3	False	False
ABWCLTCLPPMAI.BSLI.COM	print$	True	True
ABWCLTCLPPMAI.BSLI.COM	Questionnaire	False	False
ABWCLTCLPPMAI.BSLI.COM	UserProfile	False	False
ABWCLTCLPPMAI.BSLI.COM	UserProfile2	False	False
ABWCLTCLPPMAI.BSLI.COM	UserProfile4	False	False
BSLITHNING24.BSLI.COM	ADMIN$	False	False
BSLITHNING24.BSLI.COM	C$	False	False
BSLITHNING24.BSLI.COM	D$	False	False
BSLITHNING24.BSLI.COM	E$	False	False
BSLITHNING24.BSLI.COM	print$	True	True
ABWCLTCLCCM.BSLI.COM	ADMIN$	False	False
ABWCLTCLCCM.BSLI.COM	C$	False	False
ABWCLTCLCCM.BSLI.COM	D	True	True
ABWCLTCLCCM.BSLI.COM	D$	False	False
ABWCLTCLCCM.BSLI.COM	print$	False	False
BSLITCLRWSUT3.BSLI.COM	ADMIN$	False	False
BSLITCLRWSUT3.BSLI.COM	C$	False	False
BSLITCLRWSUT3.BSLI.COM	D$	False	False
BSLITCLRWSUT2.BSLI.COM	ADMIN$	False	False
BSLITCLRWSUT2.BSLI.COM	C$	False	False
BSLITCLRWSUT2.BSLI.COM	D$	False	False
ABWCLTCLBIT.BSLI.COM	ADMIN$	False	False
ABWCLTCLBIT.BSLI.COM	C$	False	False
ABWCLTCLBIT.BSLI.COM	D$	False	False
ABWCLTCLBIT.BSLI.COM	F$	False	False
ABWCLTCLBIT.BSLI.COM	G$	False	False
BSLITHNDS02.BSLI.COM	2015	False	False
BSLITHNDS02.BSLI.COM	2016	False	False
BSLITHNDS02.BSLI.COM	20162	False	False
BSLITHNDS02.BSLI.COM	ADMIN$	False	False
BSLITHNDS02.BSLI.COM	C$	False	False
BSLITHNDS02.BSLI.COM	D$	False	False
BSLITHNDS02.BSLI.COM	E$	False	False
BSLITHNDS02.BSLI.COM	F$	False	False
BSLITHNDS02.BSLI.COM	J$	False	False
BSLITHNDS02.BSLI.COM	K$	False	False
BSLITHNDS02.BSLI.COM	OUTPUT	False	False
ABFSTCLBOBIAPPS.BSLI.COM	ADMIN$	False	False
ABFSTCLBOBIAPPS.BSLI.COM	C$	False	False
ABFSTCLBOBIAPPS.BSLI.COM	E$	False	False
ABFSTCLBOBIAPPS.BSLI.COM	F$	False	False
ABHITCLAPPMON.BSLI.COM	ADMIN$	False	False
ABHITCLAPPMON.BSLI.COM	C$	False	False
ABHITCLAPPMON.BSLI.COM	D$	False	False
ABHITCLAPPMON.BSLI.COM	F$	False	False
ABHITCLAPPMON.BSLI.COM	G$	False	False
ABWCLTCLSQLUS01.BSLI.COM	ADMIN$	False	False
ABWCLTCLSQLUS01.BSLI.COM	C$	False	False
ABWCLTCLSQLUS01.BSLI.COM	D$	False	False
ABWCLTCLSQLUS01.BSLI.COM	F$	False	False
ABWCLTCLSQLUS01.BSLI.COM	G$	False	False
ABWCLTCLSQLUS01.BSLI.COM	H$	False	False
ABWCLTCLSQLUS01.BSLI.COM	I$	False	False
ABWCLTCLSQLUS01.BSLI.COM	J$	False	False
ABWCLTCLSQLUS01.BSLI.COM	K$	False	False
ABWCLTCLSQLUS01.BSLI.COM	L$	False	False
ABWCLTCLSQLUS01.BSLI.COM	M$	False	False
ABWCLTCLSQLUS01.BSLI.COM	N$	False	False
ABWCLTCLSQLUS01.BSLI.COM	O$	False	False
ABWCLTCLSQLUS01.BSLI.COM	print$	True	True
ABWCLTCLSQLUS01.BSLI.COM	SSIS_Package_Multiple	False	False
ABWCLTCLSQLUS01.BSLI.COM	SSIS_Package_Multiple_PreProd	False	False
ABFSTCLHLXSVR.BSLI.COM	ADMIN$	False	False
ABFSTCLHLXSVR.BSLI.COM	C$	False	False
ABFSTCLHLXSVR.BSLI.COM	D$	False	False
ABHITCLTABAPP.BSLI.COM	ADMIN$	False	False
ABHITCLTABAPP.BSLI.COM	C$	False	False
ABHITCLTABAPP.BSLI.COM	D	True	True
ABHITCLTABAPP.BSLI.COM	D$	False	False
ABHITCLTABAPP.BSLI.COM	E$	False	False
ABHITCLTABAPP.BSLI.COM	F$	False	False
ABHITCLTABAPP.BSLI.COM	G$	False	False
ABHITCLTABAPP.BSLI.COM	H$	False	False
BSLITCLPEXP01.BSLI.COM	ADMIN$	False	False
BSLITCLPEXP01.BSLI.COM	C$	False	False
BSLITCLPEXP01.BSLI.COM	D$	False	False
ABFSTCLHELPMOBS.BSLI.COM	ADMIN$	False	False
ABFSTCLHELPMOBS.BSLI.COM	C$	False	False
ABFSTCLHELPMOBS.BSLI.COM	D$	False	False
BSLITCLBPME01.BSLI.COM	ADMIN$	False	False
BSLITCLBPME01.BSLI.COM	C$	False	False
BSLITCLBPME01.BSLI.COM	D$	False	False
BSLITCLBPME01.BSLI.COM	print$	True	True
BSLITCLBPME02.BSLI.COM	ADMIN$	False	False
BSLITCLBPME02.BSLI.COM	C$	False	False
BSLITCLBPME02.BSLI.COM	CMRestService	True	True
BSLITCLBPME02.BSLI.COM	D$	False	False
BSLITCLBPME02.BSLI.COM	print$	True	True
BSLITCLING12.BSLI.COM	ADMIN$	False	False
BSLITCLING12.BSLI.COM	C$	False	False
BSLITCLING12.BSLI.COM	D$	False	False
BSLITCLING12.BSLI.COM	E$	False	False
BSLITCLING12.BSLI.COM	software_was	True	True
ABFSTHNPULSVR01.BSLI.COM	ADMIN$	False	False
ABFSTHNPULSVR01.BSLI.COM	C$	False	False
ABFSTHNPULSVR01.BSLI.COM	D$	False	False
